[Header],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_MOLECULAR_WEIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_SIZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFO,,SAMPLE_SHAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATATYPE,COMMENT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATATYPE,TIME,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARTUPAXIS,X,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARTUPAXIS,Y1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Coil Signal' (mV),"Coil Signal"" (mV)",Range (mV),M. Quad. Signal (emu),M. Raw' (emu),"M. Raw"" (emu)",Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),VSM Status (code),Motor Status (code),Measure Status (code),Measure Count,System Temp. (K),Temp. Status (code),Field Status (code),Chamber Status (code),Position Status (code),Compressor Status (code),Motor Current (amps),Motor Heatsink Temp. (C),Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
sample offset = 32.64 mm touchdown = 9.18999966233969 mm,3968303145,299.9482422,-0.011940948,-0.000817119,1.13E-06,1,0.999551974,38.01703262,1.772288678,17.34000072,-0.007575558,-0.00126563,0.25,1.83E-06,-0.000817099,1.31E-06,299.9482422,299.9482422,-0.016703004,-0.007178892,54.68116795,18.04272169,40.27075195,0,0,0,38,299.988739,1,4,1,,,1.701049805,42.03323746,,,,,,,,,,,,,,,,
,3968303152,299.9496765,1.990503177,-0.000827509,3.83E-07,1,0.999551974,38.01703262,1.772179219,17.34000072,-0.007671299,-0.001282392,0.25,1.77E-06,-0.000827489,1.25E-06,299.9502563,299.9502563,0.221399754,3.7596066,54.67882306,18.04380353,40.27939987,0,0,0,38,299.9867249,1,6,1,,,1.699829102,43.01075363,,,,,,,,,,,,,,,,
,3968303153,299.949173,21.95065939,0.003403635,0.000416023,1,0.999551974,38.01703262,1.772147033,17.34000072,0.031471159,0.005753739,0.25,4.44E-05,0.00340352,4.66E-05,299.9490967,299.9490967,3.7596066,40.14171219,54.42792031,18.0441182,40.29480362,0,0,0,38,299.9875793,1,6,1,,,1.701660156,43.49951172,,,,,,,,,,,,,,,,
,3968303154,299.9494629,64.98773384,0.013419157,0.000404913,1,0.999551974,38.01703262,1.772147033,17.34000072,0.124275912,0.021516555,0.25,4.91E-05,0.013418782,5.76E-05,299.9492493,299.9492493,40.14171219,89.83375549,54.69836378,18.0441182,40.30777359,0,0,0,38,299.9867249,1,6,1,,,1.701660156,43.98826981,,,,,,,,,,,,,,,,
,3968303157,299.9490967,232.9573135,0.031694999,0.000357374,1,0.999551974,38.01703262,1.772117701,17.34000072,0.293631454,0.049996725,2.5,2.78E-05,0.031694171,4.78E-05,299.9485168,299.9485168,229.9381714,235.9764557,54.74369823,18.04502709,40.31263733,0,0,0,38,299.987854,1,6,1,,,1.701507568,43.49951172,,,,,,,,,,,,,,,,
,3968303160,299.9480286,388.8622589,0.070489731,0.000292362,1,0.999551974,38.01703262,1.772131034,17.34000072,0.653158572,0.110503444,2.5,-1.27E-05,0.070487937,3.17E-05,299.948822,299.948822,339.6654663,438.0590515,54.81091828,18.04437185,40.32669067,0,0,0,38,299.9875793,1,6,1,,,1.700744629,44.47702789,,,,,,,,,,,,,,,,
,3968303163,299.9488068,514.1233521,0.083948303,0.000268013,1,0.999551974,38.01703262,1.772091071,17.34000072,0.777853796,0.131568455,2.5,-1.85E-05,0.083946167,3.45E-05,299.9485168,299.9485168,486.4891357,541.7575684,54.62254581,18.04590552,40.30236816,0,0,0,38,299.9867249,1,6,1,,,1.700897217,44.96578979,,,,,,,,,,,,,,,,
,3968303166,299.9494629,664.5328674,0.102271127,0.000239492,1,0.999551974,38.01703262,1.772034612,17.34000072,0.947615009,0.160197567,2.5,-3.14E-05,0.102268529,3.31E-05,299.9492493,299.9492493,640.2654419,688.800293,54.67960469,18.04647393,40.32749939,0,0,0,38,299.9882813,1,6,1,,,1.700897217,44.47702789,,,,,,,,,,,,,,,,
,3968303170,299.948822,861.6152649,0.12339627,0.000202676,1,0.999551974,38.01703262,1.772022118,17.34000072,1.143384972,0.193060523,2.5,-6.23E-05,0.123393154,1.56E-05,299.9494019,299.9494019,836.5715942,886.6589355,54.72024937,18.0448482,40.33587646,0,0,0,38,299.9867249,1,6,1,,,1.701660156,44.96578979,,,,,,,,,,,,,,,,
,3968303174,299.9472351,1077.155396,0.136992412,0.000173177,1,0.999551974,38.01703262,1.771972905,17.34000072,1.269960972,0.214380798,25,-7.46E-05,0.136988962,1.18E-05,299.9472351,299.9472351,1077.155396,1077.155396,54.66866189,18.04789023,40.35398102,0,0,0,38,299.9871521,1,6,1,,,1.698608398,44.47702789,,,,,,,,,,,,,,,,
,3968303178,299.9496002,1262.932739,0.15583701,0.000136786,1,0.999551974,38.01703262,1.771998076,17.34000072,1.444681905,0.243839945,25,-8.86E-05,0.155833077,9.76E-06,299.9499512,299.9499512,1238.5177,1287.347778,54.63817838,18.04903177,40.34749603,0,0,0,38,299.9882813,1,6,1,,,1.703796387,45.45454788,,,,,,,,,,,,,,,,
,3968303184,299.9494629,1559.744446,0.172411458,9.65E-05,1,0.999551974,38.01703262,1.771981105,17.34000072,1.5983329,0.269694253,25,-0.000106316,0.172407113,2.44E-06,299.9492493,299.9492493,1532.303101,1587.185791,54.71477797,18.04978626,40.35938644,0,0,0,38,299.984436,1,6,1,,,1.697235107,44.96578979,,,,,,,,,,,,,,,,
,3968303189,299.9493256,1802.868713,0.182077977,6.80E-05,1,0.999551974,38.01703262,1.771984945,17.34000072,1.687950134,0.284812171,25,-0.000112653,0.18207339,2.20E-06,299.9498291,299.9498291,1778.06311,1827.674316,54.7100882,18.04791541,40.37722397,0,0,0,38,299.9873047,1,6,1,,,1.70135498,45.94330597,,,,,,,,,,,,,,,,
,3968303195,299.9480896,2105.352051,0.189846541,4.39E-05,1,0.999551974,38.01703262,1.771966066,17.34000072,1.759948499,0.296970556,25,-0.000116416,0.189841764,3.34E-06,299.9476624,299.9476624,2080.548828,2130.155273,54.7702736,18.0496873,40.39640808,0,0,0,38,299.9882813,1,6,1,,,1.699981689,46.43206406,,,,,,,,,,,,,,,,
,3968303201,299.9476624,2402.780518,0.19474853,3.10E-05,1,0.999551974,38.01703262,1.771951202,17.34000072,1.805396123,0.304522945,25,-0.000131622,0.19474364,-8.78E-06,299.9476624,299.9476624,2377.991699,2427.569336,54.97896841,18.04919526,40.39667892,0,0,0,38,299.9890137,1,6,1,,,1.703796387,45.94330597,,,,,,,,,,,,,,,,
,3968303208,299.9475403,2751.932129,0.198400351,2.45E-05,1,0.999551974,38.01703262,1.771957894,17.34000072,1.839238545,0.31034192,25,-0.000122479,0.198395363,2.66E-06,299.947113,299.947113,2727.84082,2776.023438,54.93363396,18.04973489,40.42316437,0,0,0,38,299.9871521,1,6,1,,,1.700744629,46.43206406,,,,,,,,,,,,,,,,
,3968303216,299.9494629,3149.658813,0.201066998,1.62E-05,1,0.999551974,38.01703262,1.772003545,17.34000072,1.864003655,0.314536234,25,-0.000122481,0.201061932,4.33E-06,299.9490967,299.9490967,3125.043701,3174.273926,54.92034628,18.04856672,40.44748306,0,0,0,38,299.987854,1,6,1,,,1.695709229,46.92082214,,,,,,,,,,,,,,,,
,3968303224,299.9487457,3547.592773,0.202869051,1.63E-05,1,0.999551974,38.01703262,1.771936138,17.34000072,1.880633692,0.317378579,25,-0.00011978,0.202863942,8.16E-06,299.9492493,299.9492493,3523.594482,3571.591064,54.91800139,18.05120878,40.44694138,0,0,0,38,299.9858704,1,6,1,,,1.702270508,47.40958023,,,,,,,,,,,,,,,,
,3968303232,299.9495392,3947.3125,0.204184588,1.60E-05,1,0.999551974,38.01703262,1.771869679,17.34000072,1.892777694,0.319316761,25,-0.000132219,0.204179449,-3.46E-06,299.9498291,299.9498291,3925.483154,3969.141846,54.78356128,18.05201661,40.45991516,0,0,0,38,299.987854,1,6,1,,,1.698455811,47.89833832,,,,,,,,,,,,,,,,
,3968303241,299.947876,4392.186035,0.205291009,2.08E-05,1,0.999551974,38.01703262,1.771878456,17.34000072,1.903039713,0.321070833,25,-0.000130532,0.205285851,-1.08E-06,299.9476624,299.9476624,4367.559082,4416.812988,54.83358551,18.05296203,40.48477554,0,0,0,38,299.9891663,1,6,1,,,1.704864502,47.40958023,,,,,,,,,,,,,,,,
,3968303250,299.9476013,4843.612305,0.206144694,1.88E-05,1,0.999551974,38.01703262,1.771865257,17.34000072,1.910938391,0.322409654,25,-0.000130416,0.206139516,-4.34E-07,299.9472351,299.9472351,4815.887695,4871.336914,55.04306195,18.05270989,40.50504303,0,0,0,38,299.9907227,1,6,1,,,1.703338623,47.89833832,,,,,,,,,,,,,,,,
,3968303259,299.9488831,5290.82666,0.206843877,1.04E-05,1,0.999551974,38.01703262,1.771847982,17.34000072,1.917405441,0.323475994,25,-0.000133447,0.206838677,-3.03E-06,299.9485168,299.9485168,5266.406738,5315.246582,54.87657508,18.05513814,40.5120697,0,0,0,38,299.9898682,1,6,1,,,1.701965332,48.38709641,,,,,,,,,,,,,,,,
,3968303269,299.9511719,5788.311035,0.207472338,1.27E-05,1,0.999551974,38.01703262,1.771861919,17.34000072,1.923225265,0.324582994,25,-0.000120712,0.207467102,1.01E-05,299.9515381,299.9515381,5763.698242,5812.923828,54.86641391,18.05399585,40.52828217,0,0,0,38,299.984436,1,6,1,,,1.701965332,47.89833832,,,,,,,,,,,,,,,,
,3968303280,299.9495392,6330.485596,0.208021967,1.07E-05,1,0.999551974,38.01703262,1.771887794,17.34000072,1.928386932,0.325217053,25,-0.000145888,0.208016743,-1.48E-05,299.9492493,299.9492493,6303.068359,6357.902832,54.83358551,18.05356501,40.51963425,0,0,0,38,299.9842834,1,6,1,,,1.704864502,48.87585831,,,,,,,,,,,,,,,,
,3968303291,299.9506073,6877.919434,0.208501462,1.26E-05,1,0.999551974,38.01703262,1.771844956,17.34000072,1.932766017,0.32607736,25,-0.000133438,0.208496212,-2.01E-06,299.9509583,299.9509583,6852.718262,6903.120605,54.91800139,18.05298467,40.55503464,0,0,0,38,299.9827271,1,6,1,,,1.701660156,49.36461639,,,,,,,,,,,,,,,,
,3968303303,299.9492493,7475.578613,0.20909273,1.85E-05,1,0.999551974,38.01703262,1.784046176,17.34000072,1.951326877,0.329161865,25,-0.000138691,0.209087477,-6.91E-06,299.9492493,299.9492493,7451.14209,7500.015137,55.02821101,18.06192107,40.57719421,0,0,0,38,299.9832764,1,6,1,,,1.70425415,49.36461639,,,,,,,,,,,,,,,,
,3968303315,299.9497375,8071.616211,0.209477354,1.93E-05,1,0.999551974,38.01703262,1.783996962,17.34000072,1.954893605,0.329580732,25,-0.000157978,0.209472102,-2.60E-05,299.9503784,299.9503784,8046.603516,8096.628906,55.08136175,18.06172978,40.59124756,0,0,0,38,299.9835815,1,6,1,,,1.707305908,49.85337448,,,,,,,,,,,,,,,,
,3968303327,299.9519653,8671.639648,0.209808411,1.79E-05,1,0.999551974,38.01703262,1.784004061,17.34000072,1.957979595,0.330168047,25,-0.000151228,0.209803136,-1.90E-05,299.9519653,299.9519653,8647.212891,8696.066406,54.96880724,18.06194738,40.59854507,0,0,0,38,299.9805603,1,6,1,,,1.70501709,49.36461639,,,,,,,,,,,,,,,,
,3968303340,299.9532623,9317.776855,0.21012869,1.53E-05,1,0.999551974,38.01703262,1.783951656,17.34000072,1.960871003,0.330904848,25,-0.000125475,0.210123383,6.92E-06,299.9535522,299.9535522,9293.594727,9341.958984,55.11653503,18.06365207,40.6374588,0,0,0,38,299.9735718,1,6,1,,,1.707000732,49.85337448,,,,,,,,,,,,,,,,
,3968303353,299.9516754,9967.998535,0.210418853,1.29E-05,1,0.999551974,38.01703262,1.783945955,17.34000072,1.96359534,0.331227027,25,-0.000139968,0.210413558,-7.40E-06,299.9519653,299.9519653,9943.769531,9992.227539,54.99929076,18.06453535,40.65394211,0,0,0,38,299.9764099,1,6,1,,,1.70791626,49.85337448,,,,,,,,,,,,,,,,
,3968303367,299.9507446,10666.34375,0.210700022,1.66E-05,1,0.999551974,38.01703262,1.783901557,17.34000072,1.96616098,0.33172256,25,-0.000133601,0.210694723,-8.75E-07,299.9506836,299.9506836,10642.0957,10690.5918,55.13920226,18.06270691,40.66556168,0,0,0,38,299.9772949,1,6,1,,,1.702270508,50.83089066,,,,,,,,,,,,,,,,
,3968303381,299.952179,11361.33008,0.210929631,1.63E-05,1,0.999551974,38.01703262,1.783815886,17.34000072,1.968231528,0.331947051,25,-0.000146738,0.210924328,-1.39E-05,299.9525452,299.9525452,11336.76465,11385.89551,55.04306195,18.06197523,40.68150711,0,0,0,38,299.9728394,1,6,1,,,1.703186035,50.83089066,,,,,,,,,,,,,,,,
,3968303396,299.9547424,12105.24365,0.211190732,1.92E-05,1,0.999551974,38.01703262,1.783917049,17.34000072,1.970768356,0.332428744,25,-0.00014129,0.211185405,-8.29E-06,299.9553833,299.9553833,12077.81641,12132.6709,55.03993544,18.06524492,40.70204163,0,0,0,38,299.96698,1,6,1,,,1.706085205,50.83089066,,,,,,,,,,,,,,,,
,3968303411,299.9513092,12848.979,0.211403397,1.99E-05,1,0.999551974,38.01703262,1.783807383,17.34000072,1.972648648,0.332658951,25,-0.000150477,0.211398092,-1.74E-05,299.9518127,299.9518127,12827.57813,12870.37988,55.02352124,18.06487952,40.72555542,0,0,0,38,299.9684143,1,6,1,,,1.708831787,50.83089066,,,,,,,,,,,,,,,,
,3968303427,299.9470978,13647.2417,0.211601851,1.55E-05,1,0.999551974,38.01703262,1.783891084,17.34000072,1.974572655,0.333097394,25,-0.000138724,0.211596559,-5.50E-06,299.9472351,299.9472351,13623.23145,13671.25195,55.06885569,18.06146546,40.73879623,0,0,0,38,299.975708,1,6,1,,,1.706390381,52.29716492,,,,,,,,,,,,,,,,
,3968303443,299.9470367,14442.42871,0.21184253,1.98E-05,1,0.999551974,38.01703262,1.783860577,17.34000072,1.976785055,0.333473199,25,-0.000138592,0.211837234,-5.24E-06,299.9469604,299.9469604,14417.61816,14467.23926,55.02586613,18.06458603,40.77041245,0,0,0,38,299.9805603,1,6,1,,,1.703491211,51.31964874,,,,,,,,,,,,,,,,
,3968303459,299.9484558,15237.89502,0.212006455,1.14E-05,1,0.999551974,38.01703262,1.78394951,17.34000072,1.978397161,0.333830554,25,-0.000129781,0.212001143,3.66E-06,299.9482422,299.9482422,15213.26855,15262.52148,55.14389203,18.06298389,40.76689911,0,0,0,38,299.9808655,1,6,1,,,1.703796387,51.31964874,,,,,,,,,,,,,,,,
,3968303476,299.9485321,16082.42578,0.212183629,1.47E-05,1,0.999551974,38.01703262,1.783972678,17.34000072,1.980099002,0.333976172,25,-0.000144616,0.212178323,-1.11E-05,299.948822,299.948822,16060.61328,16104.23828,54.9648991,18.06343791,40.79149246,0,0,0,38,299.9797058,1,6,1,,,1.704559326,51.80840683,,,,,,,,,,,,,,,,
,3968303494,299.9460297,16978.65234,0.212372397,1.94E-05,1,0.999551974,38.01703262,1.783823028,17.34000072,1.981708127,0.334185759,25,-0.000151165,0.212367107,-1.75E-05,299.9455261,299.9455261,16953.62305,17003.68164,55.0141417,18.06272806,40.81526947,0,0,0,38,299.9867249,1,6,1,,,1.703948975,52.29716492,,,,,,,,,,,,,,,,
,3968303512,299.9469604,17876.83984,0.212518236,1.75E-05,1,0.999551974,38.01703262,1.783863575,17.34000072,1.983110438,0.334438408,25,-0.00014956,0.212512938,-1.59E-05,299.9466858,299.9466858,17849.44141,17904.23828,55.01648658,18.06067025,40.84283447,0,0,0,38,299.9875793,1,6,1,,,1.708831787,52.78592682,,,,,,,,,,,,,,,,
,3968303530,299.952179,18769.88379,0.212690646,1.59E-05,1,0.999551974,38.01703262,1.783793267,17.34000072,1.984608191,0.334898875,25,-0.000127993,0.212685302,5.78E-06,299.9512634,299.9512634,18745.45898,18794.30859,55.07979849,18.06477366,40.88471985,0,0,0,38,299.9807129,1,6,1,,,1.707000732,51.80840683,,,,,,,,,,,,,,,,
,3968303549,299.9482422,19715.36328,0.212834711,2.28E-05,1,0.999551974,38.01703262,1.783724359,17.34000072,1.985880803,0.335093982,25,-0.000130104,0.21282939,3.74E-06,299.9485168,299.9485168,19690.35352,19740.37305,55.20016929,18.06503848,40.87282944,0,0,0,38,299.9818726,1,6,1,,,1.705780029,51.80840683,,,,,,,,,,,,,,,,
,3968303568,299.9503174,20662.33887,0.212996623,1.44E-05,1,0.999551974,38.01703262,1.783847412,17.34000072,1.987534454,0.335319856,25,-0.000135716,0.212991291,-1.80E-06,299.9499512,299.9499512,20637.7168,20686.96094,55.10324735,18.06406748,40.88823318,0,0,0,38,299.9830017,1,6,1,,,1.707611084,52.29716492,,,,,,,,,,,,,,,,
,3968303588,299.9494629,21661.28027,0.21313865,1.13E-05,1,0.999551974,38.01703262,1.783886481,17.34000072,1.988907134,0.335523134,25,-0.000138729,0.213133324,-4.75E-06,299.9496765,299.9496765,21636.43164,21686.12891,55.02039473,18.06418579,40.9230957,0,0,0,38,299.9850159,1,6,1,,,1.705780029,52.78592682,,,,,,,,,,,,,,,,
,3968303608,299.9484558,22649.46484,0.213280667,1.18E-05,1,0.999551974,38.01703262,1.783759294,17.34000072,1.990087018,0.335761532,25,-0.000134694,0.213275343,-6.49E-07,299.9492493,299.9492493,22625.25,22673.67969,55.09386781,18.06593513,40.96281815,0,0,0,38,299.9814148,1,6,1,,,1.70425415,48.38709641,,,,,,,,,,,,,,,,
,3968303629,299.9503174,23698.53516,0.213392757,1.59E-05,1,0.999551974,38.01703262,1.783627539,17.34000072,1.990990786,0.335902072,25,-0.00013598,0.213387422,-1.89E-06,299.9499512,299.9499512,23674.28711,23722.7832,55.18766323,18.06669137,40.97254562,0,0,0,38,299.9808655,1,6,1,,,1.705627441,53.27468491,,,,,,,,,,,,,,,,
,3968303650,299.9483795,24742.7666,0.213531182,1.58E-05,1,0.999551974,38.01703262,1.78376226,17.34000072,1.992427954,0.336155691,25,-0.000134878,0.213525857,-7.33E-07,299.9485168,299.9485168,24718.1543,24767.37891,55.07510872,18.06421446,40.98470688,0,0,0,38,299.9824219,1,6,1,,,1.703338623,52.78592682,,,,,,,,,,,,,,,,
,3968303671,299.950882,25788.97266,0.213639777,2.07E-05,1,0.999551974,38.01703262,1.783742047,17.34000072,1.993414972,0.336346688,25,-0.000132366,0.213634435,1.82E-06,299.9513855,299.9513855,25764.11719,25813.82813,55.2087672,18.06612591,41.00632477,0,0,0,38,299.9795837,1,6,1,,,1.704101563,52.78592682,,,,,,,,,,,,,,,,
,3968303693,299.9489594,26881.57031,0.213773643,1.74E-05,1,0.999551974,38.01703262,1.783760516,17.34000072,1.994701806,0.336458047,25,-0.000143441,0.213768318,-9.20E-06,299.948822,299.948822,26857.09766,26906.04297,55.30490751,18.06520339,41.03172684,0,0,0,38,299.9812927,1,6,1,,,1.705169678,53.27468491,,,,,,,,,,,,,,,,
,3968303718,299.9540405,28000.05078,0.213850046,2.14E-05,1,0.999551974,38.01703262,1.783737236,17.34000072,1.995417535,0.336405287,25,-0.000161536,0.213844704,-2.73E-05,299.9541016,299.9541016,28000.00586,28000.0957,55.11497178,18.06502238,41.03199768,0,0,0,38,299.9781494,1,4,1,,,1.704559326,53.76344299,,,,,,,,,,,,,,,,
,3968303726,299.9533844,27982.26367,0.213871559,1.43E-05,1,0.999551974,38.01703262,1.783694959,17.34000072,1.99551829,0.336748371,25,-0.00012757,0.213866198,6.70E-06,299.9526672,299.9526672,27982.26367,27982.26367,55.05713127,18.06557609,41.0347023,0,0,0,38,299.9741211,1,6,1,,,1.704864502,53.27468491,,,,,,,,,,,,,,,,
,3968303749,299.9541016,26851.51855,0.213756393,1.56E-05,1,0.999551974,38.01703262,1.783720566,17.34000072,1.994495523,0.336431207,25,-0.000142598,0.213751038,-8.37E-06,299.9541016,299.9541016,26827.09375,26875.94336,55.10246572,18.0643069,41.05334473,0,0,0,38,299.9677124,1,6,1,,,1.703948975,54.25220108,,,,,,,,,,,,,,,,
,3968303771,299.9524078,25758.3916,0.213633726,1.32E-05,1,0.999551974,38.01703262,1.783745476,17.34000072,1.993364109,0.336326425,25,-0.000133579,0.213628376,6.00E-07,299.9535522,299.9535522,25733.37109,25783.41211,55.10950038,18.06500653,41.0603714,0,0,0,38,299.9701233,1,6,1,,,1.70501709,53.27468491,,,,,,,,,,,,,,,,
,3968303793,299.9515381,24665.27246,0.213509417,2.20E-05,1,0.999551974,38.01703262,1.783693563,17.34000072,1.992150704,0.336101978,25,-0.000135587,0.213504074,-1.46E-06,299.9518127,299.9518127,24640.43164,24690.11328,55.13451249,18.06595725,41.09225845,0,0,0,38,299.9695435,1,6,1,,,1.702270508,53.76344299,,,,,,,,,,,,,,,,
,3968303814,299.949173,23619.51172,0.213393191,2.25E-05,1,0.999551974,38.01703262,1.783692891,17.34000072,1.991106683,0.335676534,25,-0.000161524,0.213387879,-2.74E-05,299.9498291,299.9498291,23594.9707,23644.05273,55.09464944,18.06423637,41.09901428,0,0,0,38,299.9736938,1,6,1,,,1.705322266,54.74095917,,,,,,,,,,,,,,,,
,3968303833,299.9514618,22627.99219,0.213255307,1.79E-05,1,0.999551974,38.01703262,1.783724319,17.34000072,1.989815177,0.33569647,25,-0.000136678,0.213249967,-2.65E-06,299.9513855,299.9513855,22603.17188,22652.8125,55.19078974,18.06504695,41.11144638,0,0,0,38,299.9695435,1,6,1,,,1.700897217,54.25220108,,,,,,,,,,,,,,,,
,3968303855,299.9491119,21580.10742,0.213101504,1.58E-05,1,0.999551974,38.01703262,1.783602474,17.34000072,1.988233133,0.335514981,25,-0.000127708,0.213096173,6.25E-06,299.948822,299.948822,21549.46875,21610.74609,55.08058012,18.06301263,41.14495468,0,0,0,38,299.9782715,1,6,1,,,1.705474854,54.25220108,,,,,,,,,,,,,,,,
,3968303874,299.9473114,20589.04297,0.212988006,1.87E-05,1,0.999551974,38.01703262,1.783715228,17.34000072,1.987309102,0.3352873,25,-0.000135144,0.212982691,-1.23E-06,299.9476624,299.9476624,20558.42383,20619.66211,55.08058012,18.06573226,41.14063263,0,0,0,38,299.9801331,1,6,1,,,1.704101563,54.74095917,,,,,,,,,,,,,,,,
,3968303893,299.9470367,19639.66309,0.212817029,2.00E-05,1,0.999551974,38.01703262,1.7838254,17.34000072,1.985825719,0.335086519,25,-0.000129905,0.212811714,3.93E-06,299.9465332,299.9465332,19615.08398,19664.24219,55.27755051,18.06451758,41.17927551,0,0,0,38,299.9835815,1,6,1,,,1.70425415,54.25220108,,,,,,,,,,,,,,,,
,3968303912,299.9467468,18698.17969,0.21268686,1.69E-05,1,0.999551974,38.01703262,1.78367819,17.34000072,1.984440576,0.334914403,25,-0.00012343,0.212681544,1.03E-05,299.9459534,299.9459534,18674.18555,18722.17383,55.12825946,18.06657952,41.19873047,0,0,0,38,299.9882813,1,6,1,,,1.708984375,54.74095917,,,,,,,,,,,,,,,,
