24.99,0
25.005,-0.049
25.02,0.665
25.035,0.422
25.05,-0.018
25.065,0.097
25.08,0.379
25.095,0.651
25.11,0.611
25.125,0.003
25.14,0.019
25.155,0.225
25.17,0.14
25.185,0.156
25.2,0.49
25.215,0.56
25.23,0.18
25.245,0.223
25.26,0.125
25.275,0.043
25.29,-0.026
25.305,0.147
25.32,0.179
25.335,-0.215
25.35,-0.265
25.365,0.098
25.38,0.074
25.395,0.252
25.41,0.47
25.425,0.062
25.44,-0.148
25.455,0.108
25.47,0.222
25.485,0.062
25.5,0.314
25.515,0.455
25.53,0.149
25.545,-0.082
25.56,-0.078
25.575,0.035
25.59,0.039
25.605,0.163
25.62,0.457
25.635,0.559
25.65,0.435
25.665,0.26
25.68,0.425
25.695,0.317
25.71,0.071
25.725,0.096
25.74,0.267
25.755,0.379
25.77,0.474
25.785,0.281
25.8,0.089
25.815,0.158
25.83,0.339
25.845,0.417
25.86,0.376
25.875,0.209
25.89,0.014
25.905,0.017
25.92,0.11
25.935,0.113
25.95,0.227
25.965,0.136
25.98,-0.009
25.995,-0.105
26.01,-0.025
26.025,0.066
26.04,0.121
26.055,0.209
26.07,0.365
26.085,0.192
26.1,0.157
26.115,0.332
26.13,0.187
26.145,0.001
26.16,-0.036
26.175,0.08
26.19,0.133
26.205,0
26.22,0.136
26.235,0.231
26.25,0.115
26.265,0.092
26.28,0.174
26.295,0.078
26.31,0.076
26.325,0.052
26.34,0.139
26.355,0.156
26.37,0.291
26.385,0.257
26.4,0.181
26.415,0.057
26.43,0.098
26.445,0.11
26.46,0.138
26.475,0.24
26.49,0.101
26.505,0.16
26.52,0.196
26.535,0.215
26.55,0.071
26.565,0.116
26.58,0.032
26.595,-0.104
26.61,-0.068
26.625,0.004
26.64,-0.01
26.655,-0.153
26.67,-0.186
26.685,-0.089
26.7,0.138
26.715,0.156
26.73,0.272
26.745,0.252
26.76,0.054
26.775,-0.095
26.79,-0.195
26.805,-0.106
26.82,0.021
26.835,0.03
26.85,0.14
26.865,0.038
26.88,0.013
26.895,-0.016
26.91,0.027
26.925,-0.151
26.94,-0.115
26.955,-0.071
26.97,-0.031
26.985,-0.026
27,-0.067
27.015,-0.074
27.03,-0.125
27.045,-0.024
27.06,0.046
27.075,0.068
27.09,0.051
27.105,0.131
27.12,-0.058
27.135,-0.043
27.15,0.02
27.165,-0.022
27.18,-0.114
27.195,-0.116
27.21,-0.123
27.225,-0.064
27.24,-0.03
27.255,0.02
27.27,0.1
27.285,0.043
27.3,-0.203
27.315,-0.092
27.33,0.036
27.345,-0.008
27.36,-0.183
27.375,-0.225
27.39,-0.234
27.405,-0.114
27.42,0.048
27.435,0.063
27.45,-0.013
27.465,-0.148
27.48,-0.139
27.495,0.025
27.51,0.024
27.525,0.021
27.54,-0.054
27.555,-0.031
27.57,-0.033
27.585,-0.057
27.6,0.031
27.615,-0.148
27.63,-0.178
27.645,-0.186
27.66,0.084
27.675,-0.1
27.69,-0.262
27.705,-0.127
27.72,0.027
27.735,-0.018
27.75,0.067
27.765,-0.064
27.78,-0.217
27.795,-0.039
27.81,0.019
27.825,-0.119
27.84,-0.075
27.855,0.024
27.87,-0.008
27.885,-0.111
27.9,-0.22
27.915,-0.082
27.93,-0.103
27.945,-0.248
27.96,-0.074
27.975,-0.048
27.99,-0.096
28.005,-0.071
28.02,0.087
28.035,-0.019
28.05,-0.156
28.065,-0.189
28.08,-0.114
28.095,-0.079
28.11,-0.153
28.125,-0.21
28.14,-0.197
28.155,-0.119
28.17,-0.026
28.185,-0.083
28.2,-0.142
28.215,-0.125
28.23,-0.166
28.245,-0.159
28.26,-0.058
28.275,0.036
28.29,-0.028
28.305,-0.068
28.32,-0.151
28.335,-0.24
28.35,-0.143
28.365,0.06
28.38,-0.042
28.395,-0.216
28.41,-0.208
28.425,-0.101
28.44,-0.046
28.455,0.103
28.47,-0.01
28.485,-0.058
28.5,-0.012
28.515,-0.057
28.53,-0.147
28.545,-0.114
28.56,-0.022
28.575,-0.108
28.59,-0.262
28.605,-0.213
28.62,-0.151
28.635,-0.222
28.65,-0.186
28.665,-0.114
28.68,-0.117
28.695,-0.246
28.71,-0.12
28.725,0.021
28.74,-0.005
28.755,-0.114
28.77,-0.192
28.785,-0.232
28.8,-0.259
28.815,-0.217
28.83,-0.149
28.845,-0.128
28.86,-0.21
28.875,-0.132
28.89,-0.042
28.905,-0.138
28.92,-0.189
28.935,-0.188
28.95,-0.174
28.965,0.014
28.98,0.069
28.995,0.066
29.01,-0.09
29.025,-0.094
29.04,-0.074
29.055,0.009
29.07,0.037
29.085,0.044
29.1,-0.063
29.115,-0.077
29.13,0.021
29.145,-0.065
29.16,-0.148
29.175,-0.047
29.19,-0.086
29.205,0.025
29.22,0.025
29.235,-0.111
29.25,-0.04
29.265,-0.12
29.28,-0.016
29.295,-0.065
29.31,-0.142
29.325,-0.011
29.34,-0.065
29.355,-0.098
29.37,-0.199
29.385,-0.246
29.4,-0.146
29.415,-0.075
29.43,-0.183
29.445,-0.159
29.46,-0.006
29.475,0.068
29.49,0.115
29.505,0.055
29.52,0.138
29.535,0.313
29.55,0.269
29.565,0.205
29.58,0.184
29.595,0.097
29.61,0.24
29.625,0.401
29.64,0.367
29.655,0.545
29.67,0.739
29.685,0.698
29.7,0.651
29.715,0.616
29.73,0.632
29.745,0.859
29.76,0.74
29.775,0.807
29.79,0.943
29.805,1.177
29.82,1.299
29.835,1.468
29.85,1.603
29.865,1.751
29.88,1.749
29.895,1.723
29.91,1.855
29.925,1.838
29.94,1.974
29.955,2.342
29.97,2.501
29.985,2.401
30,2.369
30.015,2.448
30.03,2.424
30.045,2.402
30.06,2.462
30.075,2.693
30.09,2.807
30.105,2.686
30.12,2.841
30.135,2.853
30.15,2.895
30.165,2.94
30.18,2.863
30.195,2.796
30.21,2.772
30.225,2.772
30.24,2.718
30.255,2.478
30.27,2.464
30.285,2.494
30.3,2.31
30.315,2.271
30.33,2.22
30.345,2.223
30.36,2.031
30.375,1.999
30.39,1.933
30.405,1.869
30.42,1.765
30.435,1.603
30.45,1.554
30.465,1.64
30.48,1.271
